Mat,Inns,NO,Runs,HS,Ave,100,50,0
1,2,0,35,35,17.5,0,0,1
2,4,0,35,10,8.75,0,0,0
1,2,0,31,17,15.5,0,0,0
1,1,0,30,30,30,0,0,0
1,2,0,29,25,14.5,0,0,0
2,3,0,29,14,9.66,0,0,0
2,4,0,25,20,6.25,0,0,2
1,2,1,24,17*,24,0,0,0
1,2,1,24,17,24,0,0,0
2,4,1,24,8,8,0,0,0
1,2,0,21,20,10.5,0,0,0
2,3,1,20,16,10,0,0,0
2,4,1,20,16,6.66,0,0,2
1,2,0,18,13,9,0,0,0
1,2,0,17,17,8.5,0,0,1
1,2,0,17,11,8.5,0,0,0
1,2,0,17,11,8.5,0,0,0
2,4,0,17,11,4.25,0,0,1
1,2,0,16,14,8,0,0,0
2,4,1,16,9,5.33,0,0,0
1,2,0,15,9,7.5,0,0,0
7,12,2,328,120,32.8,1,1,1
5,8,0,325,89,40.62,0,4,1
7,10,1,247,70,27.44,0,2,1
7,10,0,206,67,20.6,0,1,2
5,7,1,188,48,31.33,0,0,1
3,4,0,171,92,42.75,0,2,0
2,4,0,147,51,36.75,0,1,0
3,6,0,140,109,23.33,1,0,1
4,6,0,137,63,22.83,0,1,1
2,4,1,136,90*,45.33,0,1,0
3,5,0,130,61,26,0,1,0
2,4,0,125,56,31.25,0,1,0
6,12,1,118,32,10.72,0,0,1
3,5,0,92,42,18.4,0,0,1
2,4,1,77,29*,25.66,0,0,0
3,4,1,66,24,22,0,0,0
5,10,1,66,23,7.33,0,0,3
4,8,0,65,19,8.12,0,0,3
4,7,2,58,24*,11.6,0,0,1
3,6,0,55,16,9.16,0,0,0
1,2,0,53,52,26.5,0,1,0
6,10,2,52,16*,6.5,0,0,3
1,2,1,50,29*,50,0,0,0
1,2,1,46,37*,46,0,0,0
5,8,2,43,14,7.16,0,0,1
1,1,0,39,39,39,0,0,0
2,3,0,30,15,10,0,0,0
7,11,3,30,5*,3.75,0,0,2
2,3,2,27,19*,27,0,0,0
2,4,1,24,15,8,0,0,0
1,2,1,23,13*,23,0,0,0
1,1,0,22,22,22,0,0,0
3,5,2,22,15,7.33,0,0,1
1,2,0,21,11,10.5,0,0,0
3,4,0,19,19,4.75,0,0,3
1,1,0,17,17,17,0,0,0
2,4,0,17,11,4.25,0,0,1
1,2,0,15,10,7.5,0,0,0
1,1,0,14,14,14,0,0,0
1,2,0,13,13,6.5,0,0,1
1,1,0,12,12,12,0,0,0
2,2,0,12,8,6,0,0,0
2,3,0,11,5,3.66,0,0,0
2,3,1,11,5,5.5,0,0,0
2,4,1,10,6,3.33,0,0,1
1,1,0,9,9,9,0,0,0
1,1,0,9,9,9,0,0,0
1,2,0,9,5,4.5,0,0,0
1,2,0,9,5,4.5,0,0,0
2,3,0,9,8,3,0,0,1
6,11,0,267,92,24.27,0,1,2
6,11,1,233,90*,23.3,0,2,1
5,10,1,178,56,19.77,0,1,0
5,9,1,168,45,21,0,0,0
2,4,1,164,99,54.66,0,1,0
2,4,0,151,80,37.75,0,1,0
4,6,0,134,51,22.33,0,1,0
5,10,2,115,25,14.37,0,0,1
4,7,0,81,51,11.57,0,1,2
2,4,0,75,42,18.75,0,0,0
2,4,0,74,31,18.5,0,0,0
3,5,0,63,20,12.6,0,0,0
4,6,0,58,17,9.66,0,0,0
4,7,2,57,18,11.4,0,0,1
2,4,0,55,41,13.75,0,0,1
4,7,0,53,19,7.57,0,0,0
2,4,0,47,24,11.75,0,0,0
3,6,1,47,21,9.4,0,0,1
2,4,2,42,14,21,0,0,0
6,10,1,41,20,4.55,0,0,3
3,5,0,32,16,6.4,0,0,1
5,9,0,27,8,3,0,0,3
1,2,1,26,22*,26,0,0,0
2,3,0,25,10,8.33,0,0,0
3,5,0,25,8,5,0,0,0
3,6,1,24,14,4.8,0,0,2
4,6,3,17,12*,5.66,0,0,1
2,3,2,15,8*,15,0,0,0
2,4,0,15,7,3.75,0,0,1
2,3,0,14,5,4.66,0,0,0
2,4,0,14,10,3.5,0,0,1
2,3,0,12,9,4,0,0,1
1,2,0,11,11,5.5,0,0,1
3,5,0,11,11,2.2,0,0,4
1,1,0,9,9,9,0,0,0
1,2,0,9,5,4.5,0,0,0
2,3,1,9,7*,4.5,0,0,0
2,3,1,9,5*,4.5,0,0,0
2,3,0,9,8,3,0,0,1
1,2,1,6,4,6,0,0,0
1,2,1,6,6,6,0,0,0
2,3,1,6,4*,3,0,0,0
2,4,0,4,4,1,0,0,3
1,1,0,3,3,3,0,0,0
1,1,0,3,3,3,0,0,0
1,2,0,3,3,1.5,0,0,1
1,1,0,2,2,2,0,0,0
1,1,0,1,1,1,0,0,0
2,3,0,1,1,0.33,0,0,2
8,15,3,552,135,46,1,2,1
7,12,2,389,99,38.9,0,3,2
6,10,0,264,96,26.4,0,2,1
4,7,1,203,102*,33.83,1,1,0
6,11,1,160,54*,16,0,1,3
4,8,0,133,33,16.62,0,0,0
6,10,0,124,64,12.4,0,1,1
4,8,0,119,70,14.87,0,1,0
4,8,0,108,32,13.5,0,0,0
3,6,0,106,49,17.66,0,0,1
4,8,1,102,80*,14.57,0,1,3
6,11,2,100,34,11.11,0,0,2
6,10,1,99,31,11,0,0,1
5,10,1,96,36,10.66,0,0,2
4,7,0,94,29,13.42,0,0,0
3,6,0,91,56,15.16,0,1,1
1,2,1,90,85*,90,0,1,0
3,6,0,86,27,14.33,0,0,0
4,6,0,80,32,13.33,0,0,1
8,14,0,79,19,5.64,0,0,4
3,6,0,77,38,12.83,0,0,2
4,8,0,67,29,8.37,0,0,2
3,6,0,60,22,10,0,0,2
1,2,1,50,40,50,0,0,0
1,2,0,47,33,23.5,0,0,0
1,2,0,47,37,23.5,0,0,0
1,2,1,46,34*,46,0,0,0
3,6,0,45,24,7.5,0,0,0
3,6,0,44,41,7.33,0,0,3
3,5,0,43,26,8.6,0,0,1
1,2,0,38,27,19,0,0,0
3,4,0,36,18,9,0,0,1
2,4,1,35,18*,11.66,0,0,1
3,4,1,34,17,11.33,0,0,0
5,10,4,33,17,5.5,0,0,3
6,11,2,31,9,3.44,0,0,3
1,2,1,30,20*,30,0,0,0
1,2,1,28,16*,28,0,0,0
1,2,0,28,15,14,0,0,0
2,4,0,27,8,6.75,0,0,0
1,2,0,26,26,13,0,0,1
2,4,0,25,21,6.25,0,0,0
2,4,0,25,11,6.25,0,0,1
2,4,0,25,10,6.25,0,0,1
3,6,1,25,12,5,0,0,0
2,4,0,24,22,6,0,0,2
1,2,0,21,20,10.5,0,0,0
2,4,0,21,21,5.25,0,0,3
5,9,0,21,8,2.33,0,0,4
1,1,0,227,227,227,1,0,0
4,7,2,127,46,25.4,0,0,0
1,2,0,89,48,44.5,0,0,0
1,2,0,71,50,35.5,0,1,0
1,2,1,68,47*,68,0,0,0
1,1,0,61,61,61,0,1,0
4,7,0,58,26,8.28,0,0,1
1,2,0,57,51,28.5,0,1,0
2,3,1,57,49,28.5,0,0,0
1,2,0,50,47,25,0,0,0
1,2,2,48,40*,-,0,0,0
3,5,1,45,27,11.25,0,0,1
2,3,1,44,27,22,0,0,0
2,4,0,44,17,11,0,0,1
1,2,0,37,33,18.5,0,0,0
2,4,0,37,32,9.25,0,0,1
2,4,0,37,18,9.25,0,0,0
2,4,0,36,13,9,0,0,0
3,4,0,35,16,8.75,0,0,0
1,2,0,34,20,17,0,0,0
1,2,0,33,28,16.5,0,0,0
2,3,0,33,21,11,0,0,0
2,4,0,33,16,8.25,0,0,0
1,2,0,32,21,16,0,0,0
1,1,0,27,27,27,0,0,0
1,1,0,27,27,27,0,0,0
1,2,1,27,26*,27,0,0,0
1,2,1,27,27*,27,0,0,1
1,2,0,27,26,13.5,0,0,0
2,4,0,27,16,6.75,0,0,0
2,4,0,27,20,6.75,0,0,1
1,2,1,26,13*,26,0,0,0
1,2,0,25,16,12.5,0,0,0
1,2,1,24,20*,24,0,0,0
4,6,0,24,8,4,0,0,1
1,2,0,23,23,11.5,0,0,1
1,2,0,23,16,11.5,0,0,0
2,4,0,21,14,5.25,0,0,0
1,2,0,19,19,9.5,0,0,1
1,2,0,19,19,9.5,0,0,1
1,2,0,19,14,9.5,0,0,0
2,4,0,19,11,4.75,0,0,2
2,4,0,19,14,4.75,0,0,2
1,2,0,18,13,9,0,0,0
2,4,0,18,9,4.5,0,0,2
1,2,0,17,11,8.5,0,0,0
1,2,0,17,10,8.5,0,0,0
1,2,0,17,17,8.5,0,0,1
2,3,2,17,8*,17,0,0,0
2,4,1,17,7,5.66,0,0,1
7,13,1,308,65*,25.66,0,2,2
7,13,1,299,100,24.91,1,0,2
5,10,1,246,96*,27.33,0,1,0
6,10,0,162,29,16.2,0,0,0
4,7,0,152,48,21.71,0,0,0
5,9,1,148,37,18.5,0,0,0
4,8,1,146,94,20.85,0,1,2
5,9,1,143,60,17.87,0,1,1
7,13,3,125,28,12.5,0,0,3
2,4,0,121,51,30.25,0,1,0
5,8,0,120,47,15,0,0,1
6,11,1,119,37*,11.9,0,0,2
4,7,1,118,38*,19.66,0,0,1
5,10,0,117,31,11.7,0,0,1
4,8,0,102,25,12.75,0,0,0
4,7,1,101,39*,16.83,0,0,0
2,4,1,96,69*,32,0,1,0
3,6,1,88,48*,17.6,0,0,1
3,6,0,81,32,13.5,0,0,0
3,5,0,80,43,16,0,0,1
7,14,0,78,22,5.57,0,0,5
4,8,1,74,31,10.57,0,0,1
1,1,0,71,71,71,0,1,0
2,4,0,70,26,17.5,0,0,1
2,4,1,64,33*,21.33,0,0,0
3,4,1,60,31*,20,0,0,0
3,6,0,60,15,10,0,0,0
4,8,0,60,31,7.5,0,0,1
2,4,0,48,24,12,0,0,0
1,1,0,42,42,42,0,0,0
5,8,1,42,14,6,0,0,1
3,5,1,34,22,8.5,0,0,2
1,2,0,32,18,16,0,0,0
2,3,0,31,17,10.33,0,0,0
2,4,0,31,23,7.75,0,0,0
2,4,0,29,12,7.25,0,0,0
2,4,1,29,19*,9.66,0,0,1
2,4,0,28,17,7,0,0,1
2,4,1,28,13,9.33,0,0,1
3,5,0,28,11,5.6,0,0,1
1,2,1,27,23*,27,0,0,0
3,6,0,27,16,4.5,0,0,2
1,1,0,26,26,26,0,0,0
2,2,0,26,21,13,0,0,0
5,9,3,26,11,4.33,0,0,1
2,4,0,25,14,6.25,0,0,0
2,3,0,24,20,8,0,0,1
2,3,0,23,10,7.66,0,0,0
2,4,1,23,12,7.66,0,0,1
5,8,2,23,10,3.83,0,0,2
10,19,3,316,71,19.75,0,1,2
5,10,0,289,125,28.9,1,0,0
8,15,1,287,59,20.5,0,1,2
8,16,1,233,44,15.53,0,0,3
4,8,1,208,56,29.71,0,1,1
7,14,1,191,51,14.69,0,1,2
6,12,2,171,39,17.1,0,0,1
6,11,2,161,41,17.88,0,0,1
3,4,0,133,57,33.25,0,1,0
5,10,1,112,38*,12.44,0,0,1
4,8,0,110,35,13.75,0,0,2
4,7,0,103,73,14.71,0,1,0
5,9,1,102,32,12.75,0,0,0
8,16,0,90,21,5.62,0,0,5
7,13,0,83,24,6.38,0,0,2
5,8,0,78,28,9.75,0,0,1
4,8,1,69,20,9.85,0,0,1
3,6,0,67,31,11.16,0,0,0
3,6,1,67,44*,13.4,0,0,1
5,10,1,67,23,7.44,0,0,2
3,6,0,62,27,10.33,0,0,2
4,7,0,61,25,8.71,0,0,1
1,2,0,59,35,29.5,0,0,0
4,7,0,54,24,7.71,0,0,1
2,4,1,51,21,17,0,0,0
2,4,1,50,33*,16.66,0,0,1
3,5,0,50,20,10,0,0,0
1,1,0,47,47,47,0,0,0
1,2,1,46,29*,46,0,0,0
4,7,3,45,29*,11.25,0,0,2
1,2,1,44,24*,44,0,0,0
4,7,0,38,29,5.42,0,0,2
6,9,0,38,11,4.22,0,0,1
2,4,0,37,27,9.25,0,0,1
1,2,0,33,32,16.5,0,0,0
4,8,0,33,11,4.12,0,0,1
3,6,1,32,10,6.4,0,0,1
2,4,0,31,23,7.75,0,0,1
2,4,0,31,13,7.75,0,0,0
2,4,0,31,13,7.75,0,0,0
3,6,1,31,22,6.2,0,0,1
1,2,0,29,20,14.5,0,0,0
2,3,1,29,15,14.5,0,0,1
3,5,0,28,12,5.6,0,0,2
1,2,0,24,23,12,0,0,0
1,2,0,24,24,12,0,0,1
1,2,0,24,14,12,0,0,0
2,4,0,24,14,6,0,0,1
7,14,0,265,52,18.92,0,1,1
7,14,1,265,87,20.38,0,1,1
5,9,1,165,41,20.62,0,0,0
6,12,2,131,32*,13.1,0,0,2
5,10,0,123,42,12.3,0,0,0
6,12,1,108,30,9.81,0,0,4
5,10,0,105,60,10.5,0,1,2
3,6,1,103,72*,20.6,0,1,1
7,14,3,100,22*,9.09,0,0,3
2,4,0,96,75,24,0,1,1
3,6,0,95,43,15.83,0,0,0
2,4,0,81,50,20.25,0,1,1
3,6,0,77,36,12.83,0,0,1
5,10,0,73,17,7.3,0,0,1
3,6,0,72,27,12,0,0,0
1,2,0,71,65,35.5,0,1,0
1,2,1,64,60,64,0,1,0
2,4,0,56,24,14,0,0,0
1,2,1,55,37,55,0,0,0
1,2,0,54,29,27,0,0,0
1,2,0,53,51,26.5,0,1,0
2,4,0,53,41,13.25,0,0,1
3,6,1,53,31,10.6,0,0,2
2,4,0,51,25,12.75,0,0,0
2,4,0,51,24,12.75,0,0,0
2,4,0,49,42,12.25,0,0,2
3,6,0,48,20,8,0,0,2
1,2,0,45,26,22.5,0,0,0
1,2,1,44,23*,44,0,0,0
1,2,0,44,30,22,0,0,0
2,4,0,43,18,10.75,0,0,1
4,8,0,43,18,5.37,0,0,3
2,4,0,40,13,10,0,0,0
4,8,0,38,33,4.75,0,0,4
1,2,0,37,25,18.5,0,0,0
2,4,0,35,21,8.75,0,0,0
4,8,0,35,15,4.37,0,0,3
1,2,0,34,18,17,0,0,0
2,4,0,34,24,8.5,0,0,2
1,2,0,32,27,16,0,0,0
3,5,1,30,11,7.5,0,0,1
1,2,0,29,16,14.5,0,0,0
2,4,0,29,19,7.25,0,0,1
1,2,0,28,22,14,0,0,0
2,4,0,28,24,7,0,0,1
2,4,0,27,12,6.75,0,0,0
1,2,0,26,19,13,0,0,0
1,2,0,23,18,11.5,0,0,0
2,4,0,23,23,5.75,0,0,3
6,10,2,235,70*,29.37,0,1,0
6,10,1,166,59,18.44,0,2,2
6,10,1,156,29,17.33,0,0,0
4,7,0,134,60,19.14,0,1,0
5,8,0,124,50,15.5,0,1,0
6,10,0,123,54,12.3,0,1,3
2,4,0,99,67,24.75,0,1,0
4,7,2,96,62,19.2,0,1,1
6,10,0,96,36,9.6,0,0,3
4,7,1,95,24,15.83,0,0,1
3,5,0,94,52,18.8,0,1,0
4,7,0,81,48,11.57,0,0,0
3,4,0,74,30,18.5,0,0,1
3,5,0,74,41,14.8,0,0,0
2,4,0,71,37,17.75,0,0,1
1,2,0,70,59,35,0,1,0
1,2,0,68,51,34,0,1,0
2,3,0,68,35,22.66,0,0,0
2,4,0,67,39,16.75,0,0,0
1,2,0,59,37,29.5,0,0,0
6,9,0,58,21,6.44,0,0,2
1,2,0,53,45,26.5,0,0,0
4,6,1,51,32,10.2,0,0,1
2,4,1,44,25,14.66,0,0,0
4,6,0,43,19,7.16,0,0,1
2,4,0,42,24,10.5,0,0,0
4,8,0,42,22,5.25,0,0,3
2,3,1,41,25*,20.5,0,0,0
1,2,0,40,34,20,0,0,0
2,4,1,38,18,12.66,0,0,0
1,2,0,37,29,18.5,0,0,0
5,9,1,31,17*,3.87,0,0,3
2,3,0,30,13,10,0,0,0
3,4,1,30,20,10,0,0,1
2,4,0,28,19,7,0,0,0
1,2,1,26,14*,26,0,0,0
1,2,0,26,19,13,0,0,0
1,1,0,25,25,25,0,0,0
2,3,0,25,20,8.33,0,0,0
1,2,0,24,22,12,0,0,0
2,3,0,23,18,7.66,0,0,1
3,6,0,23,8,3.83,0,0,1
1,1,0,22,22,22,0,0,0
2,3,0,22,17,7.33,0,0,1
3,5,2,22,11,7.33,0,0,0
4,8,0,22,13,2.75,0,0,4
1,2,0,21,15,10.5,0,0,0
1,2,0,21,17,10.5,0,0,0
1,2,0,21,11,10.5,0,0,0
4,6,0,21,11,3.5,0,0,3
6,9,0,144,35,16,0,0,1
6,11,1,108,29,10.8,0,0,1
5,8,1,90,22*,12.85,0,0,2
6,10,0,87,33,8.7,0,0,2
6,11,0,85,18,7.72,0,0,2
3,4,1,81,59*,27,0,1,1
3,5,0,75,40,15,0,0,1
5,9,0,71,21,7.88,0,0,3
2,4,0,63,42,15.75,0,0,1
2,3,1,62,37,31,0,0,0
2,4,0,56,32,14,0,0,1
3,4,0,53,28,13.25,0,0,0
1,2,0,52,49,26,0,0,0
1,2,0,51,37,25.5,0,0,0
4,7,1,50,16,8.33,0,0,0
1,2,0,49,39,24.5,0,0,0
2,2,0,45,44,22.5,0,0,0
3,5,0,43,24,8.6,0,0,1
2,2,0,42,27,21,0,0,0
6,11,2,42,9*,4.66,0,0,5
2,4,1,41,29,13.66,0,0,0
3,5,0,38,12,7.6,0,0,1
2,4,1,36,30*,12,0,0,1
1,2,0,35,18,17.5,0,0,0
1,2,0,35,29,17.5,0,0,0
4,6,1,32,20,6.4,0,0,1
2,2,0,27,19,13.5,0,0,0
1,2,0,25,22,12.5,0,0,0
2,2,0,25,20,12.5,0,0,0
1,2,1,25,22*,25,0,0,0
2,4,0,25,23,6.25,0,0,2
1,1,0,24,24,24,0,0,0
1,2,1,22,18*,22,0,0,0
2,4,0,22,12,5.5,0,0,1
1,2,0,20,17,10,0,0,0
1,1,0,19,19,19,0,0,0
1,2,1,18,15*,18,0,0,0
1,2,0,18,9,9,0,0,0
1,2,0,18,10,9,0,0,0
1,2,0,17,14,8.5,0,0,0
1,2,0,17,16,8.5,0,0,0
1,2,0,17,9,8.5,0,0,0
1,1,0,15,15,15,0,0,0
2,3,0,13,7,4.33,0,0,0
1,2,0,12,9,6,0,0,0
1,2,0,12,11,6,0,0,0
1,1,0,11,11,11,0,0,0
2,2,0,11,10,5.5,0,0,0
1,2,0,11,9,5.5,0,0,0
1,2,0,11,8,5.5,0,0,0
7,12,3,287,50,31.88,0,1,0
8,15,2,283,54*,21.76,0,2,0
7,12,0,215,64,17.91,0,2,2
12,23,2,181,27,8.61,0,0,3
6,10,1,179,49,19.88,0,0,1
5,10,1,134,36,14.88,0,0,1
5,8,1,117,45*,16.71,0,0,1
7,13,1,115,20,9.58,0,0,2
4,7,0,105,57,15,0,1,2
7,13,1,100,21,8.33,0,0,3
7,13,1,93,23,7.75,0,0,3
9,15,0,86,18,5.73,0,0,3
2,4,0,79,31,19.75,0,0,0
5,9,1,73,19,9.12,0,0,2
2,4,0,70,52,17.5,0,1,0
3,6,0,64,31,10.66,0,0,0
5,10,1,59,18,6.55,0,0,3
2,4,2,56,39,28,0,0,0
2,4,1,56,49*,18.66,0,0,1
2,3,0,55,24,18.33,0,0,0
1,2,0,54,48,27,0,0,0
1,2,0,53,35,26.5,0,0,0
1,2,0,51,42,25.5,0,0,0
4,8,0,50,18,6.25,0,0,1
3,5,2,47,26,15.66,0,0,0
5,7,0,47,18,6.71,0,0,0
4,8,0,47,22,5.87,0,0,1
3,5,0,45,19,9,0,0,1
2,4,0,44,32,11,0,0,1
1,2,0,42,34,21,0,0,0
2,4,0,41,17,10.25,0,0,0
2,3,0,36,18,12,0,0,0
2,4,1,36,16*,12,0,0,0
2,4,0,35,12,8.75,0,0,0
2,4,0,34,20,8.5,0,0,0
2,3,0,33,17,11,0,0,1
2,4,1,29,20*,9.66,0,0,1
2,4,1,29,17,9.66,0,0,0
3,5,0,29,14,5.8,0,0,1
2,4,0,28,24,7,0,0,1
2,4,0,27,21,6.75,0,0,0
2,4,0,27,14,6.75,0,0,1
5,9,0,27,11,3,0,0,3
6,11,1,27,13,2.7,0,0,4
3,4,1,26,13,8.66,0,0,1
1,2,0,25,25,12.5,0,0,1
1,2,0,25,23,12.5,0,0,0
3,5,0,25,15,5,0,0,1
6,7,1,25,19,4.16,0,0,4
6,11,0,181,53,16.45,0,1,2
8,15,0,146,34,9.73,0,0,2
3,6,1,121,58,24.2,0,1,1
6,12,0,114,22,9.5,0,0,2
4,7,0,89,47,12.71,0,0,1
5,8,2,81,23*,13.5,0,0,0
2,4,0,80,35,20,0,0,0
6,9,1,79,31,9.87,0,0,1
6,11,3,75,18,9.37,0,0,2
3,6,0,73,32,12.16,0,0,0
5,10,1,72,20,8,0,0,2
3,5,0,67,28,13.4,0,0,0
2,4,0,66,48,16.5,0,0,0
2,4,0,64,44,16,0,0,0
2,4,0,64,31,16,0,0,0
6,11,0,63,29,5.72,0,0,4
3,5,1,60,41,15,0,0,1
1,2,1,54,40,54,0,0,0
1,2,0,51,32,25.5,0,0,0
3,6,1,51,31,10.2,0,0,2
6,11,1,50,18,5,0,0,0
2,4,1,48,35*,16,0,0,0
5,10,0,48,16,4.8,0,0,3
3,6,0,44,16,7.33,0,0,0
2,4,0,41,21,10.25,0,0,2
2,4,1,37,21*,12.33,0,0,0
4,8,2,36,10,6,0,0,1
5,9,2,35,10,5,0,0,2
1,2,1,33,28,33,0,0,0
1,2,0,32,22,16,0,0,0
2,4,0,32,17,8,0,0,0
3,6,0,32,14,5.33,0,0,2
1,2,0,31,20,15.5,0,0,0
1,2,0,31,29,15.5,0,0,0
4,8,0,31,15,3.87,0,0,4
2,4,0,29,16,7.25,0,0,1
3,4,0,29,18,7.25,0,0,2
2,3,0,28,24,9.33,0,0,1
1,2,0,27,14,13.5,0,0,0
2,4,0,24,11,6,0,0,0
3,5,1,24,9,6,0,0,0
3,6,1,23,10,4.6,0,0,1
3,6,1,22,11*,4.4,0,0,1
3,6,0,22,9,3.66,0,0,3
4,7,1,22,9*,3.66,0,0,1
1,2,0,21,21,10.5,0,0,1
2,4,0,21,18,5.25,0,0,2
1,2,0,19,12,9.5,0,0,0
1,2,0,19,11,9.5,0,0,0
1,2,0,19,19,9.5,0,0,1
7,12,3,551,153*,61.22,2,3,0
7,13,1,156,34,13,0,0,1
6,12,2,137,32,13.7,0,0,1
5,10,0,107,18,10.7,0,0,1
5,8,1,106,37,15.14,0,0,1
3,4,0,102,65,25.5,0,1,1
6,10,1,100,32,11.11,0,0,0
4,7,1,99,42,16.5,0,0,0
3,6,0,89,36,14.83,0,0,0
4,7,0,82,41,11.71,0,0,2
3,6,0,76,46,12.66,0,0,1
4,6,0,74,31,12.33,0,0,1
4,5,1,73,30,18.25,0,0,0
2,4,0,72,26,18,0,0,0
4,7,1,72,19,12,0,0,0
5,7,2,71,19*,14.2,0,0,0
3,4,0,67,59,16.75,0,1,1
4,8,1,65,14*,9.28,0,0,0
3,6,2,63,40,15.75,0,0,1
3,6,0,58,24,9.66,0,0,1
5,9,1,57,22*,7.12,0,0,2
3,4,0,56,38,14,0,0,0
3,4,0,56,47,14,0,0,2
2,4,0,55,24,13.75,0,0,1
1,2,0,52,37,26,0,0,0
2,4,0,49,20,12.25,0,0,0
2,4,1,48,32,16,0,0,1
3,4,1,46,25,15.33,0,0,0
3,5,0,45,15,9,0,0,0
3,6,2,45,27,11.25,0,0,1
2,4,1,43,22,14.33,0,0,1
2,4,0,42,27,10.5,0,0,1
3,4,1,42,19,14,0,0,1
3,5,0,41,17,8.2,0,0,0
3,5,1,41,17,10.25,0,0,1
3,6,0,41,29,6.83,0,0,2
3,6,2,41,26*,10.25,0,0,2
3,6,0,41,19,6.83,0,0,1
2,4,0,37,21,9.25,0,0,1
2,4,0,37,30,9.25,0,0,1
3,4,0,36,30,9,0,0,2
5,8,0,34,15,4.25,0,0,1
3,5,0,33,16,6.6,0,0,0
4,7,0,32,17,4.57,0,0,1
2,4,0,31,18,7.75,0,0,2
3,6,1,31,17,6.2,0,0,1
5,7,1,29,17,4.83,0,0,4
8,11,1,156,31*,15.6,0,0,1
6,10,0,155,39,15.5,0,0,0
6,12,1,145,48,13.18,0,0,3
4,7,1,126,68,21,0,1,2
2,4,1,124,86*,41.33,0,1,0
5,9,1,123,43*,15.37,0,0,2
2,3,0,121,105,40.33,1,0,0
6,10,0,118,35,11.8,0,0,1
7,12,3,118,36*,13.11,0,0,0
7,10,0,115,37,11.5,0,0,2
6,11,1,113,39,11.3,0,0,2
3,4,0,106,59,26.5,0,1,2
6,11,0,106,23,9.63,0,0,1
6,12,0,103,37,8.58,0,0,4
3,5,1,93,53,23.25,0,1,0
4,7,0,91,40,13,0,0,1
3,5,0,90,54,18,0,1,0
3,6,0,86,26,14.33,0,0,0
9,14,1,85,15,6.53,0,0,1
4,8,1,70,21,10,0,0,2
2,3,1,69,40*,34.5,0,0,0
3,4,0,66,34,16.5,0,0,1
2,4,0,64,21,16,0,0,0
2,3,0,62,43,20.66,0,0,0
5,9,1,61,18,7.62,0,0,1
5,9,0,58,16,6.44,0,0,3
5,6,1,57,35*,11.4,0,0,0
6,10,2,57,34,7.12,0,0,5
5,10,0,56,11,5.6,0,0,1
2,3,2,55,32*,55,0,0,0
1,1,0,53,53,53,0,1,0
3,5,1,53,34,13.25,0,0,2
2,4,0,52,19,13,0,0,0
2,4,0,48,33,12,0,0,1
1,2,0,47,46,23.5,0,0,0
2,3,0,47,24,15.66,0,0,0
4,5,0,45,19,9,0,0,1
2,3,0,44,35,14.66,0,0,0
2,3,0,36,35,12,0,0,1
2,4,0,35,14,8.75,0,0,0
2,4,0,32,18,8,0,0,0
3,6,0,32,14,5.33,0,0,0
1,1,0,31,31,31,0,0,0
1,1,0,30,30,30,0,0,0
3,5,1,29,15,7.25,0,0,2
3,6,1,29,19,5.8,0,0,1
1,1,0,28,28,28,0,0,0
1,2,0,28,28,14,0,0,1
3,4,0,28,11,7,0,0,0
3,6,1,28,13,5.6,0,0,1
8,16,4,407,125*,33.91,1,1,4
11,21,1,284,44,14.2,0,0,4
9,18,0,244,64,13.55,0,1,3
7,13,2,151,30*,13.72,0,0,1
5,9,0,139,36,15.44,0,0,0
7,14,0,129,47,9.21,0,0,0
7,14,3,127,26*,11.54,0,0,3
7,14,1,125,49,9.61,0,0,1
4,7,1,118,50*,19.66,0,1,0
4,7,1,109,28,18.16,0,0,0
7,13,0,106,31,8.15,0,0,3
3,5,0,100,44,20,0,0,1
8,15,3,96,26*,8,0,0,4
7,14,1,94,21,7.23,0,0,2
4,8,2,93,25*,15.5,0,0,0
4,6,1,88,48,17.6,0,0,0
4,7,0,86,31,12.28,0,0,0
5,9,2,86,34,12.28,0,0,1
3,6,0,85,36,14.16,0,0,1
5,10,3,85,21,12.14,0,0,1
6,11,1,81,32*,8.1,0,0,4
7,13,2,81,22*,7.36,0,0,3
3,6,0,80,26,13.33,0,0,0
5,9,1,69,19,8.62,0,0,1
5,10,2,68,22,8.5,0,0,2
3,6,0,65,41,10.83,0,0,1
3,6,0,58,27,9.66,0,0,1
3,6,1,58,27,11.6,0,0,1
2,4,1,57,37*,19,0,0,0
3,5,2,53,32*,17.66,0,0,0
3,6,2,52,22,13,0,0,0
4,7,0,52,29,7.42,0,0,2
4,8,0,52,14,6.5,0,0,1
4,7,0,51,26,7.28,0,0,3
6,9,2,51,24*,7.28,0,0,4
2,4,1,46,28,15.33,0,0,1
4,7,0,46,18,6.57,0,0,1
2,4,0,45,21,11.25,0,0,1
5,9,1,45,14,5.62,0,0,4
2,4,0,42,19,10.5,0,0,1
3,6,0,42,14,7,0,0,2
4,8,0,42,12,5.25,0,0,1
5,9,2,41,20*,5.85,0,0,0
4,8,1,39,14,5.57,0,0,2
5,9,0,38,17,4.22,0,0,0
1,1,1,37,37*,-,0,0,0
2,4,0,37,33,9.25,0,0,1
1,2,0,36,21,18,0,0,0
1,2,1,33,27*,33,0,0,0
1,2,2,33,26*,-,0,0,0
10,15,1,372,84,26.57,0,2,2
11,19,3,227,60,14.18,0,1,3
